cluster_4,cluster_6,cluster_8,cluster_13,X,Y,Z,Chat-252
1,1,1,1,57,34,36,0.010552294
1,4,5,8,58,34,36,0.021943858
1,1,1,1,59,34,36,0.010506878
0,0,0,0,60,34,36,-1.0
1,1,1,1,61,34,36,0.011006189
3,3,4,4,63,34,36,0.003983037
0,0,0,0,64,34,36,-1.0
3,3,4,4,54,35,36,0.004771918
1,1,1,10,55,35,36,0.013753606
3,3,4,4,56,35,36,0.004234613
3,3,4,9,57,35,36,0.001925985
3,3,7,7,58,35,36,0.005823508
3,3,7,4,59,35,36,0.004869517
3,3,7,4,61,35,36,0.005177352
3,3,4,9,58,36,36,0.00156696
2,5,2,2,53,25,37,0.057448093
2,5,6,6,53,26,37,0.052545328
2,2,3,3,53,27,37,0.03187341
1,1,1,1,53,28,37,0.012529138
3,3,7,7,53,29,37,0.00602425
1,4,3,12,62,29,37,0.028789682
1,1,1,10,63,29,37,0.015478985
0,0,0,0,64,29,37,-1.0
2,2,3,3,62,30,37,0.032887753
1,4,5,5,63,30,37,0.016660105
0,0,0,0,64,30,37,-1.0
1,1,1,1,53,31,37,0.010222344
1,4,5,5,54,31,37,0.018089214
2,5,2,2,57,31,37,0.06379655
2,2,3,3,58,31,37,0.032357197
1,1,1,10,59,31,37,0.014113127
2,2,3,3,62,31,37,0.033668347
1,4,5,10,63,31,37,0.016456058
1,4,5,10,53,32,37,0.015919952
1,4,5,8,54,32,37,0.022557301
1,4,5,10,59,32,37,0.016050294
1,4,5,8,62,32,37,0.023853684
1,4,5,10,63,32,37,0.016457167
1,4,5,8,54,33,37,0.021766864
2,2,6,6,55,33,37,0.04206914
2,2,3,3,58,33,37,0.032063417
1,1,1,10,59,33,37,0.013972141
1,1,1,10,62,33,37,0.014994036
1,1,1,1,63,33,37,0.010926807
0,0,0,0,64,33,37,-1.0
3,1,7,7,53,34,37,0.008604862
1,1,1,10,54,34,37,0.01397324
1,4,5,10,55,34,37,0.016035693
1,1,1,10,58,34,37,0.015139488
3,1,7,7,59,34,37,0.00765965
0,0,0,0,60,34,37,-1.0
3,3,4,9,63,34,37,0.002285501
3,3,4,4,55,35,37,0.004645371
3,3,4,9,56,35,37,0.001445297
3,3,4,9,58,35,37,0.002797503
3,3,4,9,59,35,37,0.001560486
2,2,6,6,53,25,38,0.0464784
2,2,6,6,53,26,38,0.042877786
1,1,1,10,62,33,38,0.012970295
1,4,5,5,53,25,39,0.018978873
3,3,4,9,63,34,39,0.000239279
